movie_name,movie_date,score,genre,movie_status,ori_lang,budget,revenue,country
Polar,01-25-2019 ,62,"Action, Crime, Drama", Released, English,148400000,501522732,US
Togo,12-20-2019 ,82,"Adventure, Family", Released, English,117740000,762058691,US
Blue Lagoon: The Awakening,06-16-2012 ,65,"Drama, Adventure, Romance, TV Movie", Released, English,139800000,608762687,US
Given,08-22-2020 ,83,"Animation, Drama, Music, Romance", Released, Japanese,105280000,673837097,JP
Donnie Darko,10-16-2002 ,78,"Fantasy, Drama, Mystery", Released, English,4500000,7510154,AU
mother!,2017-12-10,70,"Drama, Horror, Mystery", Released, English,30000000,44516999,AU
Planes: Fire & Rescue,09-18-2014 ,61,"Animation, Comedy, Adventure, Family", Released, English,50000000,151165787,AU
PelÃ©,02-23-2021 ,75,Documentary, Released, Portuguese,98800000,580810040,GB
The Transporter Refueled,2015-03-09,55,"Action, Thriller, Crime", Released, English,22000000,69698495,AU
Sniper: Ultimate Kill,2017-03-10,65,Action, Released, English,80000000,380935823,US
Dragon Ball: Curse of the Blood Rubies,12-20-1986 ,68,"Action, Animation, Adventure, Comedy, Fantasy, Science Fiction", Released, Japanese,91380000,233325358,JP
Far from the Tree,11-24-2021 ,81,"Animation, Family", Released, English,149860000,607464200,US
Demolition Man,1993-02-12,67,"Crime, Action, Science Fiction", Released, English,57000000,58055768,AU
Unfaithful,2002-11-07,66,"Thriller, Drama", Released, English,50000000,119114494,AU
Space Pirate Captain Harlock,03-19-2014 ,66,"Animation, Science Fiction", Released, Japanese,30000000,310985,AU
Dark Blood,2021-07-10,55,"Crime, Drama", Released, English,102800000,537098096,US
Sex and LucÃ­a,08-24-2001 ,67,"Drama, Romance", Released," Spanish, Castilian",36600004,7640680,ES
The Ark,03-30-2015 ,63,"TV Movie, Drama", Released, English,128200000,563428872,GB
The Thing,10-13-2011 ,62,"Horror, Science Fiction, Mystery, Thriller", Released, English,38000000,27573078,AU
Jason Bourne,07-28-2016 ,63,"Action, Thriller, Mystery", Released, English,120000000,416168316,AU
The Hateful Eight,2016-08-01,77,"Drama, Mystery, Western", Released, English,62000000,151813358,AU
Down,2019-01-02,69,"Horror, Drama, Thriller", Released, English,1,257720413,US
Snatch,2000-09-11,78,"Crime, Comedy", Released, English,10000000,83593107,AU
Cristiano de la Secreta,2009-01-01,72,Comedy, Released," Spanish, Castilian",82400000,400066522,DO
The Shape of Water,12-15-2017 ,72,"Drama, Fantasy, Romance", Released, English,19500000,195790794,AU
Lockout,2012-12-07,59,"Action, Thriller, Science Fiction", Released, English,20000000,33943049,AU
A Nightmare on Elm Street,05-20-2010 ,55,"Horror, Mystery, Thriller", Released, English,35000000,117729618,AU
A Nightmare on Elm Street,05-20-2010 ,55,"Horror, Mystery, Thriller", Released, English,1800000,25542906,AU
Ace Ventura: Pet Detective,04-28-1994 ,65,"Comedy, Adventure", Released, English,12000000,107217396,AU
Enemy at the Gates,07-26-2001 ,74,"Drama, War, History", Released, English,85000000,96971293,AU
Tooth Fairy,01-14-2010 ,55,"Comedy, Family, Fantasy", Released, English,48000000,112610386,AU
Friday the 13th: The Final Chapter,04-13-1984 ,61,Horror, Released, English,2600000,32980880,US
The League of Extraordinary Gentlemen,2003-02-10,60,"Fantasy, Action, Thriller, Science Fiction", Released, English,78000000,179265204,AU
The Hunt,2020-09-04,67,"Action, Thriller, Horror", Released, English,18200000,12400979,AU
Suki,02-24-2023 ,30,Drama, Released, Tagalog,15541000,38139010,PH
Dark Waters,2020-05-03,75,"Drama, Thriller", Released, English,835001,13601384,AU
Clown,06-17-2016 ,57,Horror, Released, English,6100000,4381603,US
Time Trap,05-19-2017 ,62,"Science Fiction, Adventure", Released, English,178400000,451435551,US
Deuce Bigalow: European Gigolo,09-22-2005 ,52,Comedy, Released, English,22000000,45273464,AU
House of the Witch,2017-07-10,47,"Horror, TV Movie", Released, English,102600000,830215345,US
Bombshell,2020-01-01,68,Drama, Released, English,32000000,61404394,AU
Que Viva Mexico!,1979-01-11,71,"Documentary, History", Released, Russian,146000000,292613590,US
Jackass Forever,2022-03-02,68,"Comedy, Documentary", Released, English,10000000,80340218,AU
Us X Her,11-25-2022 ,58,"Drama, Romance, Thriller", Released, Tagalog,93940000,559636862,PH
Beau Is Afraid,04-20-2023 ,0,"Comedy, Drama, Horror, Adventure", Post Production, English,35000000,144471992,AU
We Were Soldiers,04-25-2002 ,71,"Action, History, War", Released, English,70000000,114658262,AU
Furies,12-30-2022 ,62,"Action, Drama", Released, Vietnamese,60600000,442247715,VN
The King's Daughter,01-21-2022 ,72,"Fantasy, Adventure, Family", Released, English,40500000,2182492,US
Yu Pui Tsuen III,1996-10-08,49,Drama, Released, Chinese,167400000,997517368,HK
Palmer,01-29-2021 ,80,Drama, Released, English,6713933,0,AU
Deep Blue Sea 3,07-28-2020 ,58,"Action, Horror, Science Fiction", Released, English,5000000,90944181,US
The Silence,2019-10-04,60,"Horror, Drama, Thriller, Fantasy", Released, English,6320000,2325977,US
50 First Dates,03-25-2004 ,68,"Comedy, Romance", Released, English,75000000,196320329,AU
Trading Places,01-26-1984 ,72,Comedy, Released, English,15000000,90404800,AU
Endless Love,07-17-1981 ,57,"Romance, Drama", Released, English,20000000,34718173,US
A Dog's Way Home,2019-05-02,73,"Drama, Adventure, Family", Released, English,18000000,17643857,AU
Rings,05-31-2017 ,50,Horror, Released, English,25000000,82917283,AU
Fear Street: 1666,07-16-2021 ,72,"Mystery, Horror", Released, English,113000000,337607296,AU
Friend's Mothers,2018-05-07,0,Romance, Released, Korean,181600000,175269999,KR
Barbie: The Princess & The Popstar,09-30-2012 ,72,"Family, Animation", Released, English,139000000,306818621,US
A Nightmare on Elm Street Part 2: Freddy's Revenge,1985-01-11,58,Horror, Released, English,3000000,30000000,US
Hummingbird,10-24-2013 ,62,"Action, Thriller", Released, English,20000000,8352885,AU
Logan Lucky,08-17-2017 ,67,"Comedy, Crime, Action, Drama", Released, English,29000000,49046121,AU
Hot Girls Wanted,05-29-2015 ,60,Documentary, Released, English,81000000,345336673,US
South Park: Post COVID: The Return of COVID,12-16-2021 ,74,"Animation, Comedy, TV Movie", Released, English,140000000,688934822,US
Doomsday,2008-01-10,60,"Action, Thriller, Science Fiction", Released, English,33000000,21621188,AU
The Outlaws,2017-03-10,78,"Action, Crime", Released, Korean,5883687,52946454,KR
Frankenweenie,10-25-2012 ,69,"Animation, Comedy, Family", Released, English,39000000,81150788,AU
2 Guns,10-24-2013 ,65,"Action, Comedy, Crime", Released, English,61000000,132493015,AU
The Raffle,11-15-1991 ,70,Drama, Released, Italian,71200000,530413655,IT
Young & Beautiful,04-30-2014 ,64,Drama, Released, French,4645437,9757417,AU
Cell 211,07-26-2010 ,75,"Action, Thriller, Drama", Released," Spanish, Castilian",5700000,19300483,AU
"I, Tonya",01-25-2018 ,75,Drama, Released, English,11000000,53797409,AU
The Wailer,06-20-2006 ,69,Horror, Released," Spanish, Castilian",250,170176556,US
Scarface,1932-09-04,75,"Action, Crime, Drama, Thriller", Released, English,25000000,44942821,US
Horrible Bosses 2,2014-11-12,62,Comedy, Released, English,40000000,105945357,AU
The Secret World of Arrietty,12-19-2010 ,76,"Fantasy, Animation, Family", Released, Japanese,23000000,149480483,AU
A Cinderella Story,03-31-2010 ,65,"Comedy, Family, Romance", Released, English,19000000,70112484,AU
Bloodsport,04-29-1988 ,70,"Action, Drama", Released, English,1500000,11806119,AU
American Beauty,01-26-2000 ,80,Drama, Released, English,15000000,356258047,AU
Reservoir Dogs,07-30-1993 ,81,"Crime, Thriller", Released, English,1200000,2990680,AU
The Invisible Man,02-27-2020 ,71,"Thriller, Science Fiction, Horror", Released, English,7000000,139011965,AU
Accident Man: Hitman's Holiday,10-14-2022 ,69,"Action, Comedy, Crime", Released, English,133500000,364815711,US
Buddha 2: The Endless Journey,2014-08-02,76,"Animation, Drama, History", Released, Japanese,193400000,239293565,JP
Paddington 2,12-21-2017 ,75,"Adventure, Comedy, Family", Released, English,40000000,227300000,AU
A Knight's Tale,08-23-2001 ,69,"Adventure, Drama, Romance, Action", Released, English,65000000,117487473,AU
Dora and the Lost City of Gold,09-19-2019 ,67,"Adventure, Comedy, Family, Fantasy", Released, English,49000000,120592276,AU
High School Musical,2006-10-06,66,"Comedy, Drama, Family, Music, Romance, TV Movie", Released, English,4200000,5940,AU
Ghost Ship,2002-05-12,59,"Horror, Mystery, Thriller", Released, English,20000000,68349884,AU
Za gyakutai: Nyotai ikedori-hen,07-18-1987 ,65,, Released, Japanese,38600000,542233172,JP
EverAfter,1998-09-10,74,"Drama, Romance, Comedy", Released, English,26000000,65705772,AU
A Classic Horror Story,07-14-2021 ,59,"Horror, Mystery", Released, Italian,190740000,365321906,IT
Jack Ryan: Shadow Recruit,01-16-2014 ,61,"Action, Drama, Thriller", Released, English,60000000,131377412,AU
A Time to Kill,08-15-1996 ,74,"Crime, Drama, Thriller", Released, English,40000000,152266007,AU
Into the Storm,2014-03-09,60,"Action, Thriller", Released, English,50000000,150429371,AU
Stonehearst Asylum,10-24-2014 ,68,"Thriller, Mystery, Horror", Released, English,20770501,2478806,US
Carrie,11-13-2013 ,60,"Drama, Horror", Released, English,30000000,82409520,AU
Carrie,11-13-2013 ,60,"Drama, Horror", Released, English,1800000,25886736,AU
Rookie of the Year,12-30-1993 ,61,"Family, Comedy", Released, English,31000000,56500758,AU
Dominion: Prequel to The Exorcist,05-20-2005 ,53,Horror, Released, English,30000000,251495,US
2 Hearts,10-16-2020 ,75,"Romance, Drama", Released, English,127400000,367355223,US
First Love,06-17-2022 ,59,"Romance, Drama", Released, English,162100000,437846475,US
Bird Box,12-21-2018 ,69,"Thriller, Drama, Science Fiction", Released, English,19800000,0,AU
Horrible Bosses,08-25-2011 ,66,"Comedy, Crime", Released, English,35000000,212417601,AU
Young Mom,02-28-2017 ,0,Romance, Released, Korean,181600000,175269999,KR
The Forgiven,07-28-2022 ,59,Drama, Released, English,88000000,503089617,AU
The Mechanic,03-23-2011 ,65,"Action, Thriller, Crime", Released, English,42500000,76347393,AU
The Adventures of Tintin,12-26-2011 ,69,"Adventure, Animation, Mystery", Released, English,130000000,373993951,AU
DodgeBall: A True Underdog Story,2004-09-09,63,Comedy, Released, English,20000000,167722310,AU
Greta,02-28-2019 ,66,"Mystery, Thriller, Horror", Released, English,100600000,755799553,AU
Us,03-28-2019 ,70,"Horror, Thriller, Mystery", Released, English,20000000,256022707,AU
Leatherface,10-20-2017 ,55,"Horror, Thriller, Mystery", Released, English,2200000,1476843,US
Young Mother: The Original,06-23-2016 ,56,"Drama, Romance", Released, Korean,38998000,360848744,KR
Barbie in the Pink Shoes,2017-11-09,68,"Animation, Family", Released, English,98140000,494358732,AU
Sentinelle,2021-05-03,59,"Thriller, Action, Drama", Released, French,6500000,20234454,FR
The Little Prince,07-29-2015 ,76,"Adventure, Animation, Fantasy, Family", Released, English,77500000,102028919,FR
Into the Wild,2007-11-09,78,"Adventure, Drama", Released, English,20000000,56822960,AU
Tremors,01-19-1990 ,69,"Horror, Comedy, Action, Science Fiction", Released, English,10000000,16667391,US
Stuart Little 2,09-19-2002 ,57,"Family, Adventure, Animation, Comedy", Released, English,120000000,166000000,AU
Vertigo,01-23-1959 ,82,"Mystery, Romance, Thriller", Released, English,2479000,7797728,AU
The King's Avatar: For the Glory,08-16-2019 ,67,"Animation, Action, Adventure, Fantasy", Released, Chinese,167940000,320146114,CN
Chinese Zodiac,2014-12-06,62,"Action, Adventure", Released, Cantonese,48000000,171339013,AU
Cobra,1986-01-10,60,"Action, Crime, Thriller", Released, English,25000000,49042224,AU
The Return of the Living Dead,10-24-1985 ,71,"Horror, Comedy", Released, English,4000000,14238634,AU
Sex Is Zero,12-13-2002 ,61,"Comedy, Drama", Released, Korean,63600000,580471102,KR
Uncut Gems,01-31-2020 ,71,"Drama, Thriller, Crime", Released, English,19000000,50020902,AU
Herbie Fully Loaded,06-23-2005 ,57,"Comedy, Family, Adventure, Fantasy, Romance", Released, English,50000000,144146816,AU
It Boy,2013-06-03,63,Comedy, Released, French,110000000,271669046,FR
Rubius X,07-21-2022 ,85,Documentary, Released," Spanish, Castilian",139800000,1075683451,ES
Everybody Hates Johan,2022-01-09,59,Comedy, Released, Norwegian,135159000,234980053,AU
Pocahontas II: Journey to a New World,1998-04-08,55,"Family, Adventure, Animation, Romance", Released, English,135200000,198788188,US
John Q,2002-02-05,71,"Drama, Thriller, Crime", Released, English,36000000,102244770,AU
The Perks of Being a Wallflower,11-29-2012 ,78,Drama, Released, English,13000000,33069303,AU
One Piece 3D: Straw Hat Chase,03-19-2011 ,68,"Animation, Adventure", Released, Japanese,128000000,195073160,JP
Tomorrow Never Dies,01-16-1998 ,63,"Adventure, Action, Thriller", Released, English,110000000,339504276,AU
Hellboy II: The Golden Army,07-29-2008 ,68,"Fantasy, Action", Released, English,82500000,160388063,AU
American Pie: Revealed,2004-02-01,59,"Documentary, Comedy", Released, English,147400000,742474776,US
All Ladies Do It,02-21-1992 ,46,"Comedy, Drama", Released, Italian,114300000,197992681,IT
Back to the Future Part III,06-28-1990 ,75,"Adventure, Comedy, Science Fiction", Released, English,40000000,244087259,AU
Naruto the Movie: Legend of the Stone of Gelel,2005-06-08,66,"Animation, Adventure, Fantasy", Released, Japanese,56900000,10200000,JP
Neighbors,2014-08-05,62,Comedy, Released, English,18000000,270944428,AU
Red Sparrow,2018-09-04,65,"Mystery, Thriller", Released, English,69000000,145951861,AU
The Unborn,2009-09-01,52,"Horror, Thriller, Mystery", Released, English,16000000,78208812,US
The Gods Must Be Crazy,1984-09-08,73,"Action, Comedy", Released, English,5000000,60000000,AU
Lights Out,07-21-2016 ,63,"Horror, Thriller, Mystery", Released, English,5000000,148806510,AU
Scary Stories to Tell in the Dark,09-26-2019 ,65,"Horror, Thriller", Released, English,28000000,95592669,AU
Young Mother-in-Law,2018-09-03,90,Romance, Released, Korean,109800000,1155101096,KR
Return of the Jedi,1983-02-06,79,"Adventure, Action, Science Fiction", Released, English,32350000,572700000,AU
Marvel Studios Assembled: The Making of Black Panther: Wakanda Forever,2023-08-02,68,Documentary, Released, English,81500000,563588855,US
Homefront,2013-12-11,69,"Action, Thriller", Released, English,22000000,51695362,AU
Arthur and the Invisibles,2007-07-05,64,"Adventure, Fantasy, Animation, Family", Released, English,86000000,107944236,AU
Mission: Possible,02-17-2021 ,76,"Comedy, Action, Thriller", Released, Korean,98200000,881835096,KR
The Dictator,05-15-2012 ,62,Comedy, Released, English,65000000,180148897,AU
The Unforgivable,11-24-2021 ,75,"Drama, Crime", Released, English,96260000,848199124,US
"August 16, 1947",2023-07-04,0,Comedy, Released, Tamil,264940000,175269999,IN
The Exorcist III,08-17-1990 ,62,"Horror, Mystery", Released, English,9300000,39024251,US
Meet Cute,09-21-2022 ,58,"Comedy, Romance, Science Fiction", Released, English,130000000,425347627,US
Lamborghini: The Man Behind the Legend,11-18-2022 ,59,"Drama, History", Released, English,128300000,344328241,US
Starship Troopers,1998-05-02,70,"Adventure, Action, Thriller, Science Fiction", Released, English,105000000,121100000,AU
The Rugrats Movie,11-20-1998 ,62,"Family, Animation, Comedy, Adventure", Released, English,28000000,140894685,US
Frozen Fever,2015-09-03,68,"Animation, Family, Adventure, Comedy", Released, English,90000000,416291033,AU
Poltergeist,05-21-2015 ,52,Horror, Released, English,35000000,95691732,AU
Poltergeist,05-21-2015 ,52,Horror, Released, English,10700000,121706019,AU
Case 39,2009-05-11,63,"Horror, Mystery, Thriller", Released, English,27000000,28773827,AU
Intergalactic Meeting,09-22-2022 ,55,"Adventure, Science Fiction, Comedy", Released, Portuguese,71800000,376598694,BR
Inuyasha the Movie 4: Fire on the Mystic Island,12-23-2004 ,76,"Fantasy, Animation, Adventure", Released, Japanese,129400000,744554223,JP
